"appid","name","owners","owners_variance","players_forever","players_forever_variance","players_2weeks","players_2weeks_variance","average_forever","average_2weeks","median_forever","median_2weeks","price"
391270,"Fingerbones",242863,12731,136905,9560,1574,1025,33,13,16,18,0
363150,"Romance of the Three Kingdoms 13 / ä¸‰åœ‹å¿—13",138479,9614,136730,9554,17135,3382,5310,839,2628,418,3599
48210,"The Settlers 7: Paths to a Kingdom - Gold Edition",143899,9801,136730,9554,1748,1080,1397,51,415,30,0
385760,"NBA 2K17",141102,9705,136556,9547,92844,7873,4966,1091,2996,592,3499
218410,"Defender's Quest: Valley of the Forgotten",190583,11278,136381,9541,2972,1408,1029,212,456,143,699
521340,"True or False",167853,10585,136206,9535,5770,1963,25,9,7,3,0
235250,"Super Sanctum TD",196004,11438,136031,9529,1049,837,305,143,78,175,79
232050,"Eador. Masters of the Broken World",177120,10873,136031,9529,1224,904,2295,383,305,703,569
335670,"LISA",185688,11133,135681,9517,3147,1449,391,166,115,79,249
243800,"Gas Guzzlers Extreme",199850,11549,135332,9505,2273,1232,252,72,111,98,459
24420,"Aquaria",356688,15426,135157,9498,525,591,196,116,26,116,999
105800,"PixelJunk Eden",303360,14227,135157,9498,1224,904,119,134,63,58,999
48950,"Greed Corp",261222,13203,134807,9486,521,721,207,13,72,13,999
383580,"Flesh Eaters",257025,13096,134807,9486,3672,1565,173,262,146,145,99
314700,"Forsaken Uprising",200550,11569,134807,9486,8568,2392,236,156,195,165,0
414730,"Epic Clicker Journey",195479,11422,134807,9486,1923,1133,264,48,44,63,0
236690,"Blood Bowl 2",148096,9943,134807,9486,12939,2939,2254,454,836,135,1124
258180,"Deus Ex: The Fall",489922,18075,134632,9480,1923,1133,226,116,100,94,249
243930,"Bound By Flame",205096,11700,134632,9480,1574,1025,515,23,257,14,499
200910,"Sequence",185688,11133,134632,9480,521,721,356,45,100,45,399
431270,"GooCubelets: The Algoorithm",204396,11680,134457,9474,3322,1489,293,176,272,186,22
397500,"Labyronia RPG 2",266817,13343,134108,9462,3847,1602,263,187,212,191,24
217690,"Anna - Extended Edition",244961,12786,134108,9462,1062,1038,206,66,87,96,249
329050,"Devil May Cry 4 Special Edition",190234,11268,134108,9462,7518,2240,698,121,275,72,1249
378370,"Nomad",179568,10948,134108,9462,5420,1902,193,374,30,39,0
208670,"Blades of Time",247409,12849,133933,9455,1399,966,302,98,72,92,999
15520,"AaAaAA!!! - A Reckless Disregard for Gravity",175022,10808,133933,9455,521,721,162,6,38,6,999
263440,"The Stomping Land",136905,9560,133758,9449,512,1003,437,1,179,1,0
202710,"Demigod",202998,11640,133583,9443,1399,966,605,203,91,244,499
15560,"AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome",269265,13404,133408,9437,531,1039,133,5,20,5,999
9460,"Frontlines: Fuel of War",220482,12130,133059,9424,512,1003,363,239,89,239,249
276810,"Mordheim: City of the Damned",151243,10048,133059,9424,10141,2602,1727,873,371,491,1359
314280,"The Forgotten Ones",567554,19453,132884,9418,1043,1020,75,22,33,25,0
108500,"Vessel",353716,15362,132709,9412,699,683,183,82,47,126,1999
351800,"Dev Guy",256676,13088,132709,9412,874,764,31,11,16,15,0
286360,"Shadows on the Vatican - Act I: Greed",232722,12462,132709,9412,1564,1249,158,172,72,132,119
213330,"LEGO Batman 2",255801,13065,132534,9406,3847,1602,1086,245,344,96,499
244710,"Shelter",205271,11705,132534,9406,2448,1278,105,35,66,32,109
203350,"King's Bounty: Warriors of the North",208068,11784,132534,9406,3147,1449,3634,787,753,953,324
298050,"Master of Orion",143724,9795,132359,9400,18359,3501,2466,564,1006,313,1679
210970,"The Witness",142326,9747,132010,9387,4021,1638,1166,291,660,134,2219
351140,"Rustbucket Rumble",241814,12703,131660,9375,699,683,42,15,10,22,0
396160,"Secret Of Magia",209292,11819,131660,9375,4546,1742,234,165,204,163,24
2200,"Quake III Arena",311753,14422,131485,9369,3185,1798,162,19,27,13,1499
207930,"Sacred Citadel",516499,18559,131310,9362,874,764,156,60,40,69,249
343630,"CroNix",270838,13443,131310,9362,1049,837,43,7,14,8,0
383030,"Medieval Mercs",201424,11595,131310,9362,10316,2624,246,137,207,135,0
243450,"Urban Trial Freestyle",181841,11017,131310,9362,874,764,181,182,90,344,349
244070,"Sid Meier's Ace Patrol",576471,19605,131135,9356,1304,1140,366,251,106,333,124
8080,"Kane & Lynch: Dead Men",429949,16934,131135,9356,874,764,149,21,41,38,174
247950,"Sacred 3",258074,13123,130961,9350,1923,1133,319,128,164,156,374
18000,"On the Rain-Slick Precipice of Darkness, Episode One",251605,12958,130961,9350,531,1039,287,26,93,26,799
213030,"Penny Arcade's On the Rain-Slick Precipice of Darkness 3",330636,14852,130786,9344,0,0,310,0,67,0,399
224460,"Contrast",221182,12150,130786,9344,1574,1025,225,66,136,54,399
360870,"Ultimate Tic-Tac-Toe",239366,12639,130611,9337,2098,1183,46,7,14,8,0
312610,"METAL SLUG X",220133,12121,130611,9337,2623,1323,146,35,68,47,399
452780,"RuneScape: Idle Adventures",155089,10175,130611,9337,9617,2534,1553,1119,118,48,0
6550,"Devil May Cry 3: Special Edition",217160,12039,130436,9331,1574,1025,307,76,29,105,499
250580,"Paranautical Activity: Deluxe Atonement Edition",222755,12193,130261,9325,1224,904,269,37,79,67,179
209270,"Hero Academy",215062,11980,130261,9325,531,1039,980,2,74,2,124
238750,"Might & Magic X - Legacy ",171001,10683,130261,9325,1043,1019,2308,133,840,140,1249
47920,"Shift 2 Unleashed",182191,11027,129737,9306,2623,1323,842,268,226,108,499
296050,"Battlepaths",209817,11833,129387,9294,1062,1038,250,135,143,145,49
266070,"City of Steam: Arkadia",337105,14997,129212,9287,1043,1019,884,4,38,4,0
242110,"Joe Danger 2: The Movie",317522,14555,129212,9287,512,1003,163,704,54,704,559
361630,"404Sight",236393,12560,129212,9287,1049,837,23,38,9,60,0
48800,"Ship Simulator Extremes",185163,11117,129037,9281,2972,1408,832,81,217,48,499
200940,"Sonic CD",302311,14203,128862,9275,3497,1528,125,23,37,18,449
35000,"Mini Ninjas",348121,15240,128688,9268,1399,966,190,207,55,314,249
1530,"Multiwinia",622456,20370,128513,9262,699,683,231,66,17,68,149
331670,"The Jackbox Party Pack",142850,9765,128338,9256,8917,2440,627,88,293,59,1034
294160,"Galcon 2",239366,12639,128163,9250,1748,1080,325,111,22,119,0
372540,"The Lost Mythologies",227651,12326,128163,9250,1049,837,13,5,6,7,0
364690,"SUPER DISTRO",198452,11509,128163,9250,874,764,265,125,223,171,99
391420,"Gun Rocket",193906,11376,128163,9250,2623,1323,241,107,213,139,22
8400,"Geometry Wars: Retro Evolved",162783,10424,127988,9243,1049,837,110,9,22,11,199
259020,"Dragon's Prophet (EU)",254053,13021,127813,9237,4021,1638,1195,626,101,260,0
12320,"Sacred Gold",186037,11143,127813,9237,3672,1565,491,264,73,260,249
24870,"Need for Speed: SHIFT",190059,11263,127813,9237,1748,1080,604,194,218,193,374
337410,"Karos",338504,15028,127638,9231,699,683,207,1014,1,1015,0
308420,"Ziggurat",145823,9866,127638,9231,3147,1449,399,81,169,93,599
321480,"Sigils of Elohim",253354,13003,127464,9224,699,683,65,9,20,10,0
286120,"QuestRun",205445,11710,127289,9218,1062,1038,317,73,216,146,209
429680,"Spellweaver",187611,11190,127289,9218,4896,1808,611,409,41,190,0
257710,"Max Gentlemen",247758,12858,127114,9212,531,734,23,12,8,12,0
350280,"LawBreakers",211565,11883,127114,9212,1923,1133,105,3,16,5,0
345350,"LIGHTNING RETURNSâ„¢: FINAL FANTASYÂ® XIII",212789,11917,126939,9205,5071,1840,885,165,214,98,1599
457420,"Surgeon Simulator VR: Meet The Medic",229225,12368,126939,9205,3147,1449,8,9,1,7,0
212010,"Galaxy on Fire 2 Full HD",278881,13641,126764,9199,796,899,493,1,71,2,399
315880,"WTFast Gamers Private Network (GPN)",217685,12053,126764,9199,782,883,673,58,68,58,0
31170,"Tales of Monkey Island: Chapter 1 - Launch of the Screaming Narwhal",215237,11985,126764,9199,521,721,208,248,180,248,499
422100,"Heaven Island Life",208593,11799,126764,9199,3322,1489,209,131,210,142,49
15370,"Heroes of Might & Magic V: Tribes of the East",269265,13404,126415,9186,5071,1840,1826,593,406,548,499
15130,"Beyond Good & Evil",211041,11868,126415,9186,1574,1025,302,19,99,26,249
360640,"12 Labours of Hercules II: The Cretan Bull",178344,10910,126240,9180,1574,1025,363,151,262,192,50
301480,"GEARCRACK Arena",269090,13400,126065,9174,0,0,118,0,39,0,0
21000,"LEGO Batman: The Videogame",219084,12092,126065,9174,1304,1140,918,535,143,804,499
346940,"Shadowrun: Hong Kong",213838,11946,126065,9174,4546,1742,1726,430,1036,329,499
322920,"theHunter: Primal",164007,10463,126065,9174,5071,1840,1165,663,175,85,349
364420,"Roguelands",170476,10667,126065,9174,11190,2733,843,304,272,99,499
443810,"This Is the Police",136206,9535,126065,9174,21157,3758,606,405,367,165,989
250620,"Among the Sleep",170126,10656,125890,9167,1593,1271,194,35,122,16,599
266150,"Lost Saga North America",262620,13238,125715,9161,1049,837,612,97,18,151,0
449630,"Rage Parking Simulator 2016",172749,10738,125540,9154,2273,1232,295,109,270,115,51
386940,"Ultimate Chicken Horse",135157,9498,125540,9154,43362,5381,424,162,283,102,989
21120,"F.E.A.R.: Perseus Mandate",1220258,28497,125191,9142,1224,904,331,216,182,269,224
42500,"DogFighter",272412,13482,125191,9142,531,1039,106,8,32,8,249
8170,"Battlestations: Pacific",259473,13159,125016,9135,2273,1232,725,98,145,93,224
220820,"Zombie Driver HD",162258,10407,125016,9135,1574,1025,214,115,82,94,199
24920,"Dragon Age: Origins Character Creator",124666,9122,124666,9122,0,0,50,0,18,0,0
410380,"HEX: Shards of Fate",188835,11227,124491,9116,6294,2050,842,414,76,68,0
45300,"Wings of Prey",150369,10019,124491,9116,521,721,1321,149,317,149,999
288160,"The Room",157362,10249,124316,9110,2098,1183,217,55,173,33,124
287120,"Ionball 2 : Ionstorm",272587,13487,124142,9103,1399,966,254,96,175,142,99
339120,"Fork Parker's Holiday Profit Hike",302660,14211,123967,9097,782,883,25,32,11,58,0
302080,"Bus Driver",277308,13603,123967,9097,2798,1366,72,34,13,34,199
207420,"Wizorb",242163,12712,123967,9097,531,1039,209,110,68,110,101
248310,"Freedom Planet",230973,12415,123967,9097,3847,1602,409,237,145,242,749
448460,"Crazy Killer",215587,11995,123967,9097,531,1039,25,9,11,9,0
295690,"PARTICLE MACE",199326,11534,123967,9097,1748,1080,217,45,156,33,249
67000,"The Polynomial",150718,10030,123792,9090,0,0,127,0,18,0,156
57650,"DUNGEONS - Steam Special Edition",200200,11559,123617,9084,1049,837,358,222,106,237,249
219340,"The Banner Saga: Factions",448658,17299,123442,9078,1043,1019,297,322,32,474,0
337320,"Paint the Town Red",125016,9135,123442,9078,23604,3970,634,81,295,35,799
259130,"Wasteland 1 - The Original Classic",571750,19525,123267,9071,2655,2324,57,3,4,5,549
340810,"Deepworld",210866,11863,122918,9058,525,591,169,34,34,34,0
16730,"Legendary",290946,13933,122743,9052,531,1039,140,47,39,47,59
271570,"Space Farmers",204571,11685,122743,9052,874,764,150,69,114,96,99
241410,"CastleStorm",159111,10306,122743,9052,3672,1565,363,120,186,114,399
443580,"Antenna",184114,11085,122568,9045,1399,966,27,22,13,32,0
257890,"Frozen Hearth",253528,13007,122393,9039,531,734,175,81,85,81,1399
343740,"InMind VR",221007,12145,122393,9039,1574,1025,17,7,5,5,0
246700,"Strike Vector",176071,10841,122393,9039,782,883,135,146,47,147,359
13600,"Prince of Persia: The Sands of Time",240590,12671,121519,9007,1062,1470,279,154,84,225,499
207210,"Tony Hawk's Pro Skater HD",132359,9400,121344,9000,2448,1278,302,61,120,42,499
397340,"SimplePlanes",127638,9231,121344,9000,15736,3241,834,209,265,69,779
207040,"Sine Mora",236044,12551,121169,8994,521,721,117,5,39,5,249
449220,"A grande bagunÃ§a espacial - The big space mess",181491,11006,121169,8994,1574,1025,292,150,274,230,49
253940,"Septerra Core",319970,14611,120994,8987,1748,1080,256,102,177,152,499
111400,"Bunch Of Heroes",175372,10819,120994,8987,512,1003,171,12,43,12,499
366890,"Zombie Zoid",180442,10974,120994,8987,1574,1025,274,118,198,140,33
247430,"Hitman: Contracts",616336,20270,120819,8981,2273,1232,255,431,33,297,149
479130,"ESEA",175197,10814,120819,8981,12589,2899,17,63,1,1,0
209330,"A Valley Without Wind",216461,12019,120645,8974,0,0,239,0,88,0,344
8230,"Sam & Max 104: Abe Lincoln Must Die!",120645,8974,120645,8974,782,883,114,408,62,759,0
3540,"Peggle Nights",195654,11427,120470,8968,3322,1489,4023,1283,212,109,249
15750,"Oddworld: Stranger's Wrath HD",244611,12776,120295,8961,1224,904,198,115,56,138,339
338000,"Echoes+",236219,12556,120295,8961,796,899,26,18,9,20,0
351490,"Intergalactic Bubbles",193031,11351,120120,8955,2798,1366,292,102,212,96,24
268240,"Mechanic Escape",200899,11579,119945,8948,1061,1469,135,68,65,76,99
19980,"Prince of Persia",255102,13047,119770,8942,874,764,243,17,71,31,499
311730,"Dead or Alive 5 Last Round",165056,10496,119770,8942,20457,3696,610,178,147,22,0
318020,"Act of Aggression",126065,9174,119770,8942,5420,1902,1114,320,416,275,1349
70620,"Worms Crazy Golf",489397,18066,119595,8935,1574,1025,132,87,29,125,199
275100,"Shelter 2",291470,13946,119595,8935,3497,1528,177,121,75,61,254
387970,"Clown House (PalyaÃ§o Evi)",200200,11559,119595,8935,1043,1020,16,19,5,28,0
397460,"The Jackbox Party Pack 2",182366,11033,119595,8935,13988,3056,438,108,256,90,1379
45750,"Lost Planet 2",167154,10563,119595,8935,1574,1025,477,143,137,107,399
289090,"Ampu-Tea",168028,10590,119595,8935,12764,2919,189,158,148,155,74
226580,"F1 2014",126065,9174,119595,8935,8742,2416,1931,200,577,132,749
272890,"Vertiginous Golf",425054,16838,119421,8929,874,764,88,834,16,839,499
361640,"Disney Infinity 3.0: Play Without Limits",291121,13937,118896,8909,874,764,222,15,25,23,0
233860,"Kenshi",125540,9154,118546,8896,9791,2557,1695,503,355,186,1124
292630,"Uriel's Chasm",224154,12231,118372,8889,525,591,132,193,85,193,74
314010,"Boid",202823,11635,118372,8889,1574,1025,118,38,26,43,0
202310,"Ridge Racer Unbounded",192682,11340,118372,8889,1062,1038,201,6,55,11,249
6310,"The Longest Journey",218034,12063,118197,8883,782,883,354,68,93,81,339
218310,"Frontline Tactics",472787,17757,117672,8863,525,591,263,77,25,77,0
212580,"The Amazing Spider-Man",133758,9449,117672,8863,1923,1133,729,176,327,135,1499
283640,"Salt and Sanctuary",126939,9205,117672,8863,9617,2534,808,292,342,83,1205
330350,"Robotex",182366,11033,117497,8856,782,883,172,137,143,157,49
263620,"Mitsurugi Kamui Hikae",172924,10743,117497,8856,2273,1232,166,52,77,35,249
259680,"Tales of Maj'Eyal",160685,10356,117497,8856,4721,1775,2166,266,281,77,349
43000,"Front Mission Evolved",276608,13586,117322,8850,531,1039,435,40,221,40,999
207750,"Symphony",227651,12326,117322,8850,782,883,199,44,90,75,899
24810,"Command and Conquer 3: Kane's Wrath",195829,11432,117322,8850,5071,1840,1310,319,442,124,249
237850,"Dreamfall Chapters",218909,12087,116973,8837,4021,1638,697,308,294,210,899
247660,"Deadly Premonition: The Director's Cut",217160,12039,116798,8830,2273,1232,345,285,144,127,249
262280,"Dungeons 2",151068,10042,116798,8830,4196,1674,869,253,377,178,749
256190,"Enemy Front",147396,9919,116798,8830,5071,1840,459,158,174,86,0
201420,"Toki Tori 2+",310878,14402,116623,8823,1399,966,214,52,64,72,699
221540,"Defense Grid 2",144424,9819,116623,8823,5071,1840,1023,253,318,96,374
20550,"Red Faction II",502861,18312,116448,8817,1592,1800,140,56,21,84,249
244590,"Epigenesis",220832,12140,116448,8817,521,721,163,18,148,18,0
23450,"Grand Ages: Rome",207194,11759,116448,8817,1399,966,691,432,162,715,374
266130,"Breach & Clear",205620,11715,116099,8804,3497,1528,358,75,137,33,149
393930,"RoShamBo Arena",179044,10932,115924,8797,3847,1602,196,830,20,121,0
340170,"FINAL FANTASY TYPE-0â„¢ HD",148445,9954,115749,8790,2972,1408,705,80,130,22,2499
34440,"Sid Meier's Civilization IV",1423431,30770,115574,8784,1923,1133,1638,170,172,228,499
270570,"Reversion - The Escape",476459,17826,115574,8784,521,721,81,2,57,2,49
96800,"Nexuiz",289372,13896,115574,8784,531,1039,64,6,17,6,999
328060,"Tales Runner",280630,13684,115574,8784,1593,1271,158,38,25,43,0
327140,"Tilt Brush",144599,9825,115574,8784,15736,3241,257,145,56,25,1875
341940,"Hatred",127813,9237,115574,8784,5770,1963,286,82,144,79,719
402710,"Osiris: New Dawn",119246,8922,115399,8777,16261,3295,440,148,281,57,1839
111600,"Serious Sam Double D XXL",503035,18315,115224,8770,796,899,84,1,23,1,99
203830,"The Dark Eye: Chains of Satinav",259298,13154,115224,8770,782,883,396,177,254,350,199
391070,"Stellar 2D",182016,11022,115224,8770,1049,837,217,186,164,254,49
347430,"Frankenstein: Master of Death",178694,10921,115224,8770,1399,966,261,152,186,190,49
454650,"DRAGON BALL XENOVERSE 2",116798,8830,115049,8764,83402,7462,1948,772,1575,474,4999
57640,"Broken Sword 1 - Shadow of the Templars: Director's Cut",313501,14463,114700,8750,699,683,359,157,143,205,169
239250,"Castlevania: Lords of Shadow 2",172224,10722,114700,8750,2623,1323,804,293,625,278,2999
344850,"Big Pharma",128338,9256,114700,8750,3322,1489,697,392,253,220,1724
326180,"Sinister City",177645,10889,114525,8744,1399,966,230,193,160,359,49
513000,"Kuboom",143025,9771,114525,8744,21506,3789,70,42,15,11,0
342580,"12 Labours of Hercules",147046,9907,114525,8744,1574,1025,374,135,276,162,50
209120,"Street Fighter X Tekken",125715,9161,114525,8744,2798,1366,589,48,222,32,559
286040,"Dead Effect",181841,11017,114350,8737,2972,1408,229,43,85,24,99
252350,"Double Dragon Neon",170826,10678,114350,8737,2098,1183,180,59,105,77,499
225300,"Tomb Raider II",744499,22274,114175,8730,3497,1528,407,80,16,71,174
202270,"Leviathan: Warships",274685,13539,114175,8730,1537,1737,243,56,55,85,249
387290,"Ori and the Blind Forest: Definitive Edition",165755,10518,114175,8730,13988,3056,486,297,284,76,999
107400,"Arma 2: Free",314026,14475,114000,8724,531,1039,208,8,26,8,0
202530,"SONIC THE HEDGEHOG 4 Episode I",246360,12822,114000,8724,874,764,359,13,42,16,699
249330,"Unholy Heights",169427,10634,114000,8724,1224,904,314,417,165,602,319
426000,"HunieCam Studio",122568,9045,114000,8724,5945,1992,686,351,287,97,349
421960,"World of Fishing",188835,11227,113826,8717,8043,2317,234,703,20,53,0
351290,"Survival: Postapocalypse Now",127638,9231,113826,8717,2972,1408,478,73,148,24,249
200390,"Oil Rush",360535,15509,113651,8710,512,1003,114,1,27,1,799
506610,"Five Nights at Freddy's: Sister Location",166105,10530,113651,8710,29549,4442,252,134,102,23,639
236730,"Anomaly 2",288498,13875,113476,8704,1304,1140,155,56,70,95,139
295710,"Darkwind: War on Wheels",226602,12297,112776,8677,782,883,32,30,6,30,0
214730,"Space Rangers HD: A War Apart",148445,9954,112776,8677,4021,1638,2219,347,398,83,374
299720,"Terrorhedron",154390,10152,112776,8677,1399,966,270,152,188,234,24
7620,"Railroad Tycoon 2: Platinum",180267,10969,112252,8657,4021,1638,1841,437,116,84,124
234490,"Rush Bros",166455,10541,112077,8650,0,0,143,0,77,0,149
454600,"Age of Cavemen",156313,10215,112077,8650,3650,1908,201,74,23,33,0
